,Lot Frontage,Lot Shape,Land Slope,Overall Qual,Overall Cond,Exter Qual,Exter Cond,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin Type 2,Heating QC,Electrical,Bsmt Full Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Cars,Paved Drive,Pool QC,Mo Sold,Yr Sold,SalePrice,Misc Feature_Shed,Garage Type_2Types,Garage Type_Attchd,Garage Type_Basment,Garage Type_BuiltIn,Garage Type_Detchd,Mas Vnr Type_BrkFace,Mas Vnr Type_Stone,MS Zoning_C (all),MS Zoning_FV,MS Zoning_RL,MS Zoning_RM,Alley_Grvl,Alley_Pave,Land Contour_Bnk,Land Contour_HLS,Land Contour_Low,Land Contour_Lvl,Lot Config_Corner,Lot Config_CulDSac,Lot Config_FR2,Lot Config_Inside,Neighborhood_Blmngtn,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Condition 1_Artery,Condition 1_Feedr,Condition 1_Norm,Condition 1_PosN,Condition 1_RRAe,Condition 1_RRAn,Condition 2_Norm,Bldg Type_1Fam,Bldg Type_2fmCon,Bldg Type_Duplex,Bldg Type_Twnhs,Bldg Type_TwnhsE,House Style_1.5Fin,House Style_1Story,House Style_2Story,House Style_SFoyer,House Style_SLvl,Roof Style_Gable,Roof Style_Hip,Roof Matl_CompShg,Foundation_BrkTil,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Heating_GasA,Heating_GasW,Central Air_Y,Sale Type_COD,Sale Type_New,Sale Type_WD ,MS SubClass_20,MS SubClass_30,MS SubClass_60,MS SubClass_85,MS SubClass_120,MS SubClass_160,ExtAsbShng,ExtBrkFace,ExtCemntBd,ExtHdBoard,ExtPlywood,ExtStucco,ExtVinylSd,ExtWd Sdng,ExtWdShing,Garage QualCond,Combined Sale Type_Con
196,61.0,0,0,7,5,1,0,2.0,0.0,0,0.0,0.0,4,1.0,0.0,2,0,2,1,3.0,6,1,0,0,3.0,1.0,0,2,2009,224243,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0
197,72.0,0,0,6,3,0,-1,-0.25,-0.25,0,0.0,0.0,2,0.0,0.0,2,0,3,1,2.0,7,1,0,0,2.0,0.0,0,5,2006,92000,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0
198,65.0,1,0,7,5,1,0,2.0,0.0,2,0.0,0.0,4,1.0,0.0,2,1,3,1,3.0,8,1,1,4,2.0,1.0,0,7,2007,179540,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0
199,103.0,0,0,10,5,2,0,4.0,0.0,3,3.0,0.0,4,1.0,0.0,2,0,3,1,4.5,8,1,1,5,3.0,1.0,0,6,2009,386250,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0
200,21.20952380952381,0,0,4,5,0,0,2.0,0.0,2,3.0,0.0,2,1.0,1.0,1,0,2,1,2.0,4,1,0,0,1.0,1.0,0,7,2007,106500,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0
201,85.0,0,0,10,5,2,0,4.0,0.0,2,3.0,0.0,4,1.0,1.0,2,1,3,1,4.5,10,1,1,5,3.0,1.0,0,4,2009,310000,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0
202,83.0,0,0,7,5,1,0,2.0,0.0,0,0.0,0.0,4,1.0,0.0,2,1,4,1,3.0,8,1,1,3,3.0,1.0,0,5,2007,252000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0
203,53.0,0,0,7,5,0,1,0.0,0.0,0,1.0,0.0,3,1.0,0.0,2,0,4,1,2.0,7,1,2,4,1.0,1.0,0,8,2007,164000,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
204,64.0,0,0,7,5,1,0,2.0,0.0,0,0.0,0.0,4,1.0,0.0,2,1,3,1,3.0,7,1,0,0,2.0,1.0,0,7,2007,177594,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0
205,52.0,0,0,5,7,0,0,0.0,-0.25,0,1.0,0.0,3,1.0,0.0,1,0,2,1,2.0,5,1,0,0,2.0,0.5,0,5,2010,123900,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0
206,86.0,1,0,6,6,0,0,2.0,0.0,0,1.0,0.0,2,0.5,1.0,2,1,4,1,2.0,10,1,1,4,3.0,0.0,0,11,2007,239000,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
207,85.0,0,0,5,5,0,0,0.0,0.0,0,1.0,0.0,2,1.0,1.0,1,0,2,1,2.0,7,1,1,3,2.0,1.0,0,6,2010,169000,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
208,48.85,0,0,7,5,1,0,2.0,0.0,3,0.0,0.0,4,1.0,0.0,2,0,2,1,3.0,7,1,1,3,2.0,1.0,0,10,2006,234000,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0,0
209,72.0,0,0,6,7,0,0,2.0,0.0,2,3.0,0.5,2,1.0,1.0,1,1,2,1,2.0,5,1,2,2,2.0,1.0,0,11,2009,173000,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.0,0
210,84.79245283018868,1,0,6,7,0,0,0.0,0.0,0,2.0,0.0,4,1.0,1.0,1,0,2,1,2.0,5,1,1,3,2.0,1.0,0,3,2010,149000,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0
211,81.0,0,0,7,5,1,0,2.0,0.0,1,0.0,0.0,4,1.0,0.0,2,0,3,1,3.0,6,1,0,0,2.0,1.0,0,3,2008,170000,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0
212,90.0,1,0,7,5,1,0,4.0,0.0,0,0.0,0.0,4,1.0,0.0,2,0,3,1,3.0,6,1,0,0,2.0,1.0,0,10,2009,225000,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0
213,94.0,0,0,5,8,0,1,0.0,0.0,0,3.0,0.0,4,1.0,1.0,1,0,3,1,3.0,6,1,0,0,1.0,1.0,0,5,2008,144900,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0
214,60.0,1,0,5,6,0,0,2.0,0.0,3,2.0,0.0,2,1.0,1.0,1,0,3,1,2.0,6,1,0,0,1.0,1.0,0,6,2010,144000,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
215,43.0,0,0,8,5,1,0,2.0,0.0,0,3.0,0.0,4,1.0,0.0,2,0,2,1,3.0,6,1,1,3,2.0,1.0,0,4,2010,192000,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0,0
216,60.0,0,0,5,8,1,0,0.0,0.0,0,3.0,0.0,3,1.0,1.0,1,0,2,1,3.0,5,1,0,0,1.0,1.0,0,3,2009,145500,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0
217,60.0,0,0,4,8,0,1,-0.25,-0.25,0,0.0,0.0,4,1.0,0.0,1,0,1,1,1.0,5,1,0,0,1.0,1.0,0,3,2006,86900,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0,0
218,128.0,0,0,6,4,0,0,0.0,0.0,0,1.0,0.0,4,1.0,1.0,1,0,2,1,2.0,6,1,1,3,2.0,1.0,0,2,2009,149500,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0
219,50.0,0,0,5,7,0,1,-0.25,-0.25,0,0.0,0.0,4,1.0,0.0,1,0,2,1,1.0,5,1,1,4,1.0,1.0,0,6,2007,119750,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0,0
220,68.0,0,0,6,5,0,0,2.0,0.0,0,0.0,0.0,4,1.0,0.0,2,1,3,1,3.0,6,1,0,0,2.0,1.0,0,8,2006,173900,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0
221,67.99245283018868,1,0,5,6,0,0,0.0,0.0,0,1.0,0.0,2,1.0,1.0,1,0,3,1,2.0,6,1,0,0,1.0,1.0,0,1,2006,136500,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0
222,68.0,1,0,8,5,1,0,2.0,0.0,0,0.0,0.0,4,1.0,0.0,2,1,4,1,3.0,9,1,0,0,2.0,1.0,0,12,2006,270000,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.0,0
223,83.7,0,0,6,7,0,0,2.0,0.0,3,1.0,2.0,3,1.0,1.0,1,0,1,1,2.0,4,1,1,4,2.0,1.0,0,3,2008,235000,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
224,62.0,0,0,7,5,0,0,2.0,0.0,0,0.0,0.0,4,1.0,0.0,2,1,3,1,2.0,7,1,1,3,2.0,1.0,0,3,2009,156000,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0
225,60.0,0,0,5,5,0,0,2.0,0.0,0,3.0,0.0,4,1.0,1.0,2,0,3,1,3.0,6,1,0,0,2.0,1.0,0,6,2009,153000,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0
226,63.47692307692307,0,0,6,5,0,0,4.0,0.0,0,3.0,0.0,4,1.0,1.0,2,0,2,1,2.0,5,1,0,0,2.0,1.0,0,6,2009,165000,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0,0
227,77.0,1,0,9,5,1,0,2.0,1.0,0,0.0,0.0,4,1.0,0.0,2,1,4,1,4.5,11,1,1,4,3.0,1.0,0,6,2008,325000,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0
228,79.0,1,0,5,5,0,0,0.0,-0.25,0,0.5,0.0,4,1.0,0.0,2,0,3,1,2.0,5,1,0,0,2.0,1.0,0,10,2007,140000,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0
229,120.0,0,0,6,6,0,0,0.0,0.0,0,1.0,0.0,1,1.0,0.0,3,0,5,1,2.0,9,1,1,4,2.0,1.0,0,4,2007,202500,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0
230,65.0,0,0,9,5,2,0,4.0,0.0,0,3.0,0.0,4,1.0,1.0,1,1,1,1,4.5,7,1,1,4,3.0,1.0,0,10,2008,367294,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0
231,85.0,0,0,6,5,1,0,2.0,0.0,2,3.0,0.0,4,1.0,1.0,2,0,3,1,3.0,5,1,1,2,2.0,1.0,0,8,2008,175000,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0
232,60.0,1,0,7,5,0,0,0.0,1.0,0,2.0,0.0,3,1.0,1.0,1,0,3,1,3.0,7,1,1,4,3.0,1.0,0,2,2006,140000,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
233,42.0,0,0,7,7,0,0,2.0,0.0,0,2.0,1.0,3,1.0,0.0,2,0,3,1,3.0,6,1,0,0,2.0,1.0,0,7,2007,174000,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0
234,59.0,1,0,7,5,1,0,2.0,0.0,3,3.0,0.0,4,1.0,1.0,2,0,2,1,3.0,5,1,0,0,2.0,1.0,0,7,2008,190000,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0
235,90.0,0,0,5,8,1,0,0.0,0.0,0,0.0,0.0,4,1.0,0.0,2,0,3,1,2.0,7,1,0,0,0.0,0.0,0,3,2009,129000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.25,0
236,83.99245283018868,0,0,6,7,0,1,0.0,0.0,1,2.0,0.0,3,1.0,1.0,1,1,3,1,3.0,6,1,1,4,2.0,1.0,0,7,2007,200000,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
237,100.0,0,0,6,6,0,1,2.0,0.0,0,1.0,0.0,2,1.0,0.0,2,1,4,1,3.0,8,1,1,4,1.0,1.0,0,6,2009,193500,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0
238,75.0,0,0,6,7,0,0,2.0,0.0,0,1.0,0.0,4,1.0,1.0,1,0,3,1,2.0,6,1,0,0,2.0,1.0,0,7,2008,145000,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0
239,81.0,1,0,7,7,1,1,0.0,0.0,0,2.0,0.0,4,0.5,0.0,2,0,4,1,2.0,7,1,1,4,2.0,1.0,0,2,2006,218000,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
240,80.0,0,0,5,6,0,0,-0.5,-0.5,0,-0.5,-0.5,3,1.0,0.0,1,0,3,1,2.0,7,1,1,5,2.0,1.0,0,4,2006,135000,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0
241,89.0,0,0,5,6,0,1,0.0,0.0,1,0.5,0.0,4,1.0,1.0,1,0,2,1,2.0,6,0,1,4,1.0,1.0,0,7,2006,146500,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
242,61.0,1,0,6,5,1,0,2.0,0.0,2,2.0,0.0,4,1.0,0.0,2,0,2,1,3.0,6,1,1,4,2.0,1.0,0,6,2007,194700,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0,0
